Generation,nOC,nOB,nMMd,nMMr,total nMM
0.0,20.0,30.0,20.0,5.0,25.0
0.5042016806722689,31.062214186900277,29.20941523870614,19.929262776483423,5.033890984457805,24.96315376094123
1.0084033613445378,38.10562528581626,28.48453174745485,20.225357139142236,5.115728216381409,25.341085355523646
1.5126050420168067,42.81225518935315,27.8034493261666,20.715036464998853,5.220926065355663,25.935962530354516
2.0168067226890756,46.14321098742562,27.155396666165057,21.31051534416994,5.336935382143849,26.64745072631379
2.5210084033613445,48.65289274254506,26.53447770533469,21.963548482046132,5.4569492488844755,27.420497730930606
3.0252100840336134,50.6625364014261,25.937235511225794,22.646426761745168,5.577184718220491,28.22361147996566
3.5294117647058822,52.358679238386216,25.361505481962176,23.34271448863585,5.695519432727191,29.03823392136304
4.033613445378151,53.849734251427684,24.805829753031304,24.04235978317342,5.810763502457422,29.853123285630843
4.53781512605042,55.19871444423623,24.26914586340322,24.739000946824675,5.922258486977478,30.66125943380215
5.042016806722689,56.44223956265908,23.750617450055984,25.428446203886306,6.029652627638763,31.45809883152507
5.546218487394958,57.60160230651843,23.249540908033165,26.107803541497667,6.132773428768229,32.2405769702659
6.050420168067227,58.689221493512726,22.76529344552991,26.77497821789157,6.231554767926964,33.00653298581853
6.554621848739496,59.71240880539355,22.297303951898822,27.428380693536248,6.325994817427351,33.7543755109636
7.0588235294117645,60.67556656161073,21.84503655115348,28.06675596976273,6.416131509306549,34.48288747906928
7.563025210084033,61.58146887687757,21.407981238910494,28.68908316273158,6.502028033045684,35.19111119577727
8.067226890756302,62.43200609788548,20.98564849394484,29.294515826461087,6.583764108956784,35.87827993541787
8.571428571428571,63.228615099766756,20.57756612408028,29.882345889478746,6.661430604968445,36.543776494447194
9.07563025210084,63.97252510880449,20.183277372034656,30.451981292980008,6.735126109046341,37.18710740202635
9.579831932773109,64.66489545971639,19.802339733602427,31.002931534569818,6.804954659867592,37.80788619443741
10.084033613445378,65.30689062502914,19.434324172263004,31.534797714073765,6.871024166020786,38.40582188009455
10.588235294117647,65.89971777180251,19.07881456282192,32.04726520767327,6.933445258647129,38.9807104663204
11.092436974789916,66.44464345793841,18.735407258324052,32.54009776073422,6.992330410596556,39.53242817133078
11.596638655462185,66.94299767044653,18.403710728363983,33.01313241059472,7.047793236121499,40.06092564671622
12.100840336134453,67.3961713090924,18.083345236257426,33.466274857403356,7.09994791340186,40.56622277080522
12.605042016806722,67.8056095764772,17.773942543692993,33.899495172598435,7.148908710409828,41.04840388300826
13.109243697478991,68.17280401836776,17.47514561479441,34.3128234754749,7.194789556256815,41.507613031731715
13.61344537815126,68.49928331480697,17.186608335322788,34.70634582172444,7.237703684986832,41.94404950671127
14.117647058823529,68.7866043698256,16.907995239202613,35.080200216436,7.2777633281424565,42.35796354457845
14.621848739495798,69.03634347492184,16.638981230077235,35.434572590160236,7.3150794384021935,42.74965202856243
15.126050420168067,69.25008797336241,16.37925130964444,35.769692910360156,7.349761453410736,43.11945436377089
15.630252100840336,69.42942862722596,16.128500308746347,36.085831388312705,7.381917091023814,43.46774847933652
16.134453781512605,69.57595239962313,15.88643261369571,36.38329468910516,7.411652169367123,43.79494685847229
16.63865546218487,69.69123668783229,15.65276193187004,36.6624227321927,7.439070468755508,44.10149320094821
17.142857142857142,69.77684314614856,15.4272110155385,36.923585057901285,7.464273600781156,44.38785865868244
17.647058823529413,69.83431030811049,15.209511328686824,37.16717638953063,7.487360838572035,44.65453722810267
18.15126050420168,69.86515378364354,14.999402937654814,37.393615430286104,7.5084291338966,44.9020445641827
18.655462184873947,69.87085937823058,14.796634170174654,37.603340543297016,7.527572973338344,45.13091351663536
19.159663865546218,69.85288007506678,14.600961392715332,37.796807152572,7.544884337029166,45.34169148960117
19.66386554621849,69.81263219062066,14.412148769649264,37.974485057435245,7.560452668728642,45.53493772616389
20.168067226890756,69.7514941612828,14.229968063037942,38.136856149455895,7.574364836316637,45.711220985772535
20.672268907563023,69.67080450809524,14.054198322816427,38.28441105595818,7.5867050971817545,45.87111615313994
21.176470588235293,69.57186117157168,13.884625742328442,38.41764780663839,7.5975551044918905,46.01520291113028
21.680672268907564,69.45591749255627,13.7210434142332,38.537069454785744,7.60699391416926,46.144063368955
22.18487394957983,69.32418295184412,13.563251116656813,38.64318206150749,7.615097982614999,46.258280044122486
22.6890756302521,69.17782337014714,13.411055098582374,38.73649277788736,7.621941175648958,46.35843395353631
23.19327731092437,69.01795953520042,13.264267884055823,38.817508268439305,7.627594797452879,46.445103065892184
23.69747899159664,68.84566671078319,13.122708083560756,38.886733254190666,7.6321276193115795,46.51886087350225
24.201680672268907,68.66197555894028,12.986200177092881,38.94466887559146,7.635605908704403,46.58027478429587
24.705882352941174,68.46787209751673,12.85457435471638,38.99181163933923,7.638093464554656,46.62990510389389
25.210084033613445,68.26429820815689,12.727666322875658,39.02865216219309,7.639651658221675,46.66830382041476
25.714285714285715,68.05215229014763,12.605317131232132,39.05567414910533,7.64033947585061,46.69601362495594
26.218487394957982,67.83228993623392,12.487372998349745,39.07335345054014,7.640213565858714,46.713567016398855
26.72268907563025,67.6055247953638,12.373685149158169,39.08215725701121,7.639328286158888,46.7214855431701
27.22689075630252,67.37262953728654,12.264109653119414,39.08254336807203,7.637735754379341,46.72027912245137
27.73109243697479,67.13433685721846,12.158507267687861,39.074959560864365,7.635485900023309,46.71044546088768
