Generation,WOC,WOB,WMMd,WMMr,W_average
2,-0.5369443333501817,-0.026743520786192798,-0.811455859013526,0.10537784834886366,-0.5966863949306908
3,-0.6290594176866959,0.030653834895013943,-0.8044775595161097,0.21054233419426227,-0.6609897494395588
4,-0.6827520241741136,0.06410976370710997,-0.8004102084716507,0.2718408581063039,-0.7017260055078534
5,-0.716427451335099,0.08509251159158882,-0.7978596833083171,0.3102857434850157,-0.7284975094943256
6,-0.7386209741876859,0.09891994294965578,-0.7961799211532596,0.33562050651923525,-0.7466536696543385
7,-0.7537518252565198,0.10834440187380912,-0.7950375308909063,0.3528882912477229,-0.7592592962642
8,-0.7643067423224097,0.11491205087523049,-0.7942477402354295,0.36492323320342157,-0.7681459276536063
9,-0.7717655882508896,0.11953637187139288,-0.7937079188053735,0.3734041209746124,-0.7744300662297942
10,-0.7770137644670658,0.12274651916612678,-0.7933761816949001,0.37931992239226253,-0.7787392853014369
11,-0.7804812669819039,0.12475093692996342,-0.7932877743529037,0.3831234293148704,-0.7812050358356104
12,-0.7820035464752411,0.1252890701358076,-0.7936395695405616,0.38458720040462313,-0.7810776554382384
13,-0.7801091695451726,0.1230261514409634,-0.7950438846645624,0.3821176626684064,-0.7754249994555046
14,-0.7698929379177843,0.11384312884273717,-0.7991852949883831,0.3709072596901495,-0.7556914303789869
15,-0.7384488945766813,0.08735708221320793,-0.8100467349750639,0.3395992091209423,-0.7018826874327674
16,-0.6630265791096956,0.02616913525657072,-0.8337888974840895,0.27122338421169156,-0.5880701195722756
17,-0.5346887276862657,-0.07452142561930009,-0.8708999256889387,0.16603397603941827,-0.4297143202280654
18,-0.39063157412605787,-0.18327350927995067,-0.9084634713277426,0.06196734240337465,-0.2953643754407418
19,-0.2745712529484353,-0.26656764546350287,-0.9345894119697047,-0.00763355448415437,-0.21289347599022257
20,-0.19588258429500327,-0.3193769076211688,-0.948819193090902,-0.04241088183870323,-0.16409922536152866
21,-0.1453075885907431,-0.35061115743086635,-0.9554122499144576,-0.05528119636095963,-0.13169285523498903
22,-0.11251332431858496,-0.3690954366733915,-0.958030385381539,-0.057274742757551955,-0.10793523677631614
23,-0.09054515648699835,-0.38046004615216267,-0.9588345482834018,-0.05490435072851296,-0.08981777251318893
24,-0.0753432126962803,-0.3878097909555698,-0.9589113287595112,-0.0513829854815222,-0.07596711682731902
25,-0.06459491662484629,-0.3927758568583055,-0.9587503838469127,-0.048056352540964964,-0.06551299622085457
26,-0.056923192922656574,-0.3962281446614643,-0.958548826968145,-0.04535366666765861,-0.05775545178805432
27,-0.05144215545792852,-0.39866166356542654,-0.9583735015644533,-0.043310957155104024,-0.05209249053521338
28,-0.04754027457118215,-0.4003839797585833,-0.958238849787529,-0.04182643645288908,-0.048015955151000114
29,-0.04477729012830789,-0.4016013751334283,-0.9581411537092235,-0.04077140110903943,-0.045114016413126554
30,-0.042831390257494384,-0.4024588361878922,-0.9580722485483915,-0.04003120255611714,-0.043065854484261507
31,-0.0414675452496609,-0.4030603298408068,-0.9580243351199891,-0.03951573594557467,-0.041629504952846896
32,-0.04051541507791345,-0.40348069180765694,-0.9579912477304219,-0.03915828844837277,-0.040626903890402716
33,-0.03985277092992634,-0.4037735387646717,-0.9579684635650445,-0.03891100633182609,-0.0399294330167313
34,-0.03939269022614611,-0.4039770359784067,-0.9579527887167354,-0.03874015035718781,-0.03944539781533215
35,-0.03907380084304313,-0.4041181794536294,-0.9579420062570726,-0.038622191128757644,-0.03911005977638856
36,-0.038853061539664724,-0.4042159308712487,-0.9579345854501377,-0.038540775962888185,-0.03887801930449704
37,-0.03870040764769622,-0.40428355664390825,-0.9579294751538072,-0.038484589653716705,-0.03871759245286348
38,-0.038594899713405795,-0.40433031109009476,-0.9579259554947885,-0.03844582349340819,-0.038606741227383896
39,-0.03852201698042923,-0.40436261445344646,-0.9579235296745021,-0.038419074010627385,-0.038530179119976665
40,-0.03847168743171259,-0.404384924907645,-0.9579218572831949,-0.03840061680268003,-0.038477314882866764
41,-0.038436940023859334,-0.4044003296438429,-0.9579207040976452,-0.03838788159640538,-0.03844082086279417
42,-0.038412953750905254,-0.4044109644557348,-0.9579199087972766,-0.03837909441020537,-0.0384156307436123
43,-0.038396403382739974,-0.4044183028425992,-0.9579193604275095,-0.03837303331457376,-0.03839825068504192
44,-0.038384975680756384,-0.4044233697674035,-0.9579189817161858,-0.038368847853248234,-0.03838624955923416
45,-0.03837709018411051,-0.40442686645002607,-0.9579187206827684,-0.03836596132388248,-0.0383779694403896
46,-0.03837164857777231,-0.40442927941866214,-0.9579185405405668,-0.03836396930578401,-0.0383722553845382
47,-0.03836789488582126,-0.40443094346453773,-0.9579184158852383,-0.03836259312787638,-0.03836831221415291
48,-0.03836530141958461,-0.4044320938052111,-0.957918330305462,-0.03836164530968289,-0.03836559006280858
49,-0.03836351017431516,-0.4044328889067219,-0.9579182717135741,-0.038360993338004024,-0.038363711881717374
50,-0.03836227976402529,-0.40443343391799635,-0.9579182304812366,-0.038360540148101974,-0.03836241777624527
51,-0.03836143330694042,-0.40443380817680924,-0.9579182015221223,-0.03836022534273864,-0.03836152528985813
52,-0.03836084265540385,-0.40443407102620615,-0.9579181827818966,-0.03836001353840057,-0.03836090834615939
53,-0.038360428543261715,-0.40443425699840974,-0.9579181711148446,-0.03835987268861385,-0.038360481407956504
54,-0.03836014699043133,-0.40443438228434925,-0.957918162187814,-0.038359771546251364,-0.03836018714157228
55,-0.038359955019115155,-0.40443446579217923,-0.957918154437406,-0.03835969385016802,-0.03835998008106147
56,-0.038359840703625636,-0.4044345129071015,-0.9579181475462148,-0.03835963577839685,-0.03835984813793268
57,-0.038359745214423535,-0.40443455514663484,-0.9579181442963385,-0.03835960048407472,-0.03835974765822639
58,-0.038359674514647946,-0.40443458627725737,-0.9579181417686752,-0.03835957369656695,-0.03835967277951116
59,-0.03835962499998513,-0.40443460929275915,-0.9579181410655828,-0.03835956044835087,-0.03835962437931956
60,-0.038359589700739605,-0.4044346257684217,-0.9579181406637818,-0.038359551529776104,-0.03835959031381332
61,-0.03835956777465288,-0.40443463626642345,-0.9579181406763001,-0.03835954735171221,-0.03835957019181507
62,-0.03835955413431891,-0.40443464255590444,-0.9579181404861139,-0.038359543729811874,-0.03835955694191892
63,-0.038359543565877674,-0.40443464735404416,-0.9579181402803061,-0.03835954062199831,-0.03835954646426485
64,-0.03835954254442986,-0.40443464742245483,-0.9579181399283394,-0.03835953860379382,-0.03835954421097467
65,-0.03835954162735722,-0.40443464747538044,-0.9579181396212744,-0.03835953683821325,-0.038359542242446504
66,-0.03835954071353376,-0.404434647527824,-0.9579181393156073,-0.038359535080498386,-0.0383595402827841
67,-0.03835954072552683,-0.4044346470931981,-0.9579181389846375,-0.038359533370555754,-0.03835953909535675
68,-0.038359541038212264,-0.4044346465003786,-0.9579181386454497,-0.03835953167612827,-0.03835953815874039
69,-0.03835954066254321,-0.4044346465042628,-0.9579181385303948,-0.038359531019720894,-0.03835953743783003
70,-0.03835953970019479,-0.4044346470167129,-0.9579181386063662,-0.03835953124800895,-0.03835953690076368
71,-0.038359538737846366,-0.40443464752916275,-0.9579181386823379,-0.038359531476297226,-0.03835953636369742
72,-0.03835953777549839,-0.40443464804161294,-0.9579181387583094,-0.0383595317045855,-0.0383595358266314
73,-0.038359536813149964,-0.40443464855406314,-0.9579181388342811,-0.03835953193287378,-0.038359535289565136
74,-0.03835953585080154,-0.40443464906651316,-0.9579181389102527,-0.038359532161161836,-0.038359534752498786
