Strength WMMd IH,Strength MMd GF IH,MM number
0.0,0.0,41.24635364560895
0.0,0.02,39.517063582183546
0.0,0.04,38.0523306803416
0.0,0.06,36.73560834914866
0.0,0.08,35.47339540917003
0.0,0.1,34.336318708059224
0.0,0.12,33.380262807579506
0.0,0.14,32.45019549026567
0.0,0.16,31.672891859247407
0.0,0.18,30.969823618044533
0.0,0.2,30.27303654122837
0.0,0.22,29.63954004051123
0.0,0.24,29.118967023742883
0.0,0.26,28.590896143409623
0.0,0.28,28.161656606500806
0.0,0.3,27.77045216992308
0.0,0.32,27.361977192599774
0.0,0.34,26.986140994559342
0.0,0.36,26.688600362422562
0.0,0.38,26.367095329928105
0.0,0.4,26.116400543285664
0.02,0.0,39.25077799277885
0.02,0.02,37.67239661382813
0.02,0.04,36.34027347321168
0.02,0.06,35.145081604260206
0.02,0.08,33.99837608697155
0.02,0.1,32.96729851328119
0.02,0.12,32.105648471611
0.02,0.14,31.265835426408465
0.02,0.16,30.56937287660461
0.02,0.18,29.94145509489254
0.02,0.2,29.316826818714134
0.02,0.22,28.750416238057703
0.02,0.24,28.290498949206764
0.02,0.26,27.820846425209538
0.02,0.28,27.444622855407438
0.02,0.3,27.103127777634523
0.02,0.32,26.742619737297485
0.02,0.34,26.41171592699671
0.02,0.36,26.155180989577325
0.02,0.38,25.87328209241
0.02,0.4,25.658802430070796
0.04,0.0,37.52428607075418
0.04,0.02,36.08120191960734
0.04,0.04,34.86843612785633
0.04,0.06,33.709299779685125
0.04,0.08,32.74043331511666
0.04,0.1,31.80524649761471
0.04,0.12,31.029391499482017
0.04,0.14,30.271598354175303
0.04,0.16,29.648966271393405
0.04,0.18,29.032061172175204
0.04,0.2,28.531246457973367
0.04,0.22,28.026363373498643
0.04,0.24,27.62239492321384
0.04,0.26,27.20656327010836
0.04,0.28,26.879480917927637
0.04,0.3,26.534342419514708
0.04,0.32,26.268140078854888
0.04,0.34,25.97898784838163
0.04,0.36,25.760814199997725
0.04,0.38,25.515860430014634
0.04,0.4,25.335402981722165
0.06,0.0,36.02676478039173
0.06,0.02,34.70586543978328
0.06,0.04,33.60131814797882
0.06,0.06,32.54491967337812
0.06,0.08,31.66775340697101
0.06,0.1,30.81996213919458
0.06,0.12,30.122667689802498
0.06,0.14,29.439982917593078
0.06,0.16,28.885302202628164
0.06,0.18,28.33352003353535
0.06,0.2,27.89196396082352
0.06,0.22,27.443970399360026
0.06,0.24,27.092032987781664
0.06,0.26,26.726204656876956
0.06,0.28,26.445057393206696
0.06,0.3,26.1440822974567
0.06,0.32,25.918602608756842
0.06,0.34,25.668596351934653
0.06,0.36,25.486631584503776
0.06,0.38,25.276462302235288
0.06,0.4,25.128261444783682
0.08,0.0,34.72559050481934
0.08,0.02,33.515770965766876
0.08,0.04,32.51000388511291
0.08,0.06,31.547439639161645
0.08,0.08,30.754394605479497
0.08,0.1,29.98680746945752
0.08,0.12,29.361953038039495
0.08,0.14,28.74853706546854
0.08,0.16,28.256847087150884
0.08,0.18,27.765428207736466
0.08,0.2,27.3791018412683
0.08,0.22,26.984109329864836
0.08,0.24,26.68092888465466
0.08,0.26,26.36192247061993
0.08,0.28,26.12405096005167
0.08,0.3,25.864634384139798
0.08,0.32,25.67771971191693
0.08,0.34,25.464726012278526
