Optimised parameters,Optimal MM nr,nr iterations,nr evaluations
"[0.6447884704991613, 4.984805392962283, 1.5056445895863149, 0.5202193270493884, 0.08347581834918816, 0.06108792450162649]",14.10686401790509,112,214
