W IH strength,MMd GF IH duration,WMMd IH duration,Holiday duration,MM fraction
0.2,5.502814140923336,2.021098954809127,3.0000000004687712,29.563490501251643
0.21000000000000002,4.981421659084466,2.0012633896022693,3.017309601191503,29.566582004051302
0.22,4.973565999653377,2.000010481345524,3.02641258909669,29.58614916726717
0.23,4.985364248628292,2.000009144544058,3.014618439233482,29.60455658240766
0.24000000000000002,3.994722762666942,2.0000007933235504,3.0009619428627268,29.65881462875087
0.25,3.994722762666942,2.0000007933235504,3.0009619428627268,29.670284141558625
0.26,3.971718953639952,2.000060744831519,3.0281379158035047,29.69745770035349
0.27,3.99401106291406,2.000008758216186,3.0059752133908364,29.706442052183768
0.28,3.9633812721821924,2.000007238623657,3.0365799512270213,29.740386665536718
0.29000000000000004,3.9632595577695344,2.000001210256741,3.036608332519677,29.76539791588447
0.30000000000000004,3.9963386158360423,2.0000109521592098,3.003643133405924,29.785268594729132
0.31,3.9971776809086474,2.0000034966290823,3.0028071965301137,29.81861073197357
0.32,3.9861321957122424,2.0000100031723154,3.0138206291112715,29.857112092082176
0.33,3.9804436125252645,2.000006616889575,3.0194532506307117,29.89725603270331
0.34,3.9680535220242437,2.000002065817738,3.03164305742718,29.940574315492537
0.35,3.970519303701396,2.0000099837720624,3.0293732589654496,29.985222003987616
0.36,3.9811658444757905,2.0000016246264627,3.018832492804051,30.033084248701467
0.37,3.901498164573142,2.03136823875765,3.0671335519947966,30.098731424205447
0.38,3.9105395427684972,2.0000005111984747,3.089451676215922,30.133737188487032
0.39,3.8945196499642902,2.000009602149932,3.105469633293274,30.186408593619518
