GF IH strength,MMd GF IH duration,WMMd IH duration,Holiday duration,MM fraction
0.08,3.3778557905070823,2.5812648445832433,3.000000001322265,30.616623233900068
0.09,3.628589548345344,2.345364885175143,3.0000000000683054,30.510478745814417
0.1,3.6695313209634755,2.2707668841405484,3.000000000811963,30.422643810661917
0.11,3.6512457817863817,2.331577638978633,3.0000103466633625,30.307126683413745
0.12,3.9456956804265335,2.999982933683553,2.4859505115291753,29.311189113268558
0.13,3.9999915207200076,2.9998924522722774,2.825645310678423,29.594690492733346
0.14,3.9999923702102986,2.9998340794120413,2.2999865986146144,29.115389824130993
0.15000000000000002,3.9673177118057668,2.000205325271242,3.0000049706649374,29.96281403509324
0.16,3.9798970793254345,2.000009065256716,3.0000003892863205,29.89196691327918
0.16999999999999998,3.986848504548787,2.013136428797182,3.000003284188425,29.829970246302146
0.18,3.986848504548787,2.013136428797182,3.000003284188425,29.783615582694022
0.19,3.986848504548787,2.013136428797182,3.000003284188425,29.745198466853015
0.2,3.9863328156297784,2.0134327428799597,3.0000173718491085,29.71436838357637
0.21000000000000002,3.9863328156297784,2.0134327428799597,3.0000173718491085,29.690145344592928
0.22000000000000003,3.9998442321827925,2.0000904839993856,3.0000126544452854,29.666452804963683
