Generations no drug,Generations drug,MM number
2,2,36.78839836861022
2,3,36.70666516881191
2,4,36.955550062426006
2,5,37.24630907880875
2,6,37.51606074927288
2,7,37.752749597513585
2,8,37.95735616660558
2,9,38.13396616802746
2,10,38.28694230677241
2,11,38.42015277052335
2,12,38.53683106652391
2,13,38.6396249064823
2,14,38.73069057243242
2,15,38.8117864084527
2,16,38.88435294430443
2,17,38.949577356411865
2,18,39.008444610646194
2,19,39.06177742366894
2,20,39.110267535945106
2,21,39.15450031723963
3,2,37.77012837967156
3,3,36.98607435776534
3,4,36.89501530423733
3,5,37.01598916401889
3,6,37.20121613350613
3,7,37.39854868154028
3,8,37.58867549116101
3,9,37.76480934145572
3,10,37.92522028382318
3,11,38.07024383852463
3,12,38.2010135368054
3,13,38.318908594343
3,14,38.42531365280697
3,15,38.52151968000251
3,16,38.608689423036125
3,17,38.68785228845353
3,18,38.75991197267319
3,19,38.82565876897821
3,20,38.88578323894446
3,21,38.94088910703583
4,2,39.030900818979994
4,3,37.67284812990116
4,4,37.24592122561678
4,5,37.16863654940157
4,6,37.234831626484166
4,7,37.3601731133094
4,8,37.50712230513014
4,9,37.65818085585821
4,10,37.80510201672161
4,11,37.94413520165459
4,12,38.073786786942414
4,13,38.19371165675779
4,14,38.304144312888674
4,15,38.405599279200565
4,16,38.49871112104126
4,17,38.58414880711208
4,18,38.662570603284045
4,19,38.7346011482861
4,20,38.80082122952776
4,21,38.86176414188281
5,2,40.325414289687856
5,3,38.53693032130627
5,4,37.82110535212024
5,5,37.55533763288039
5,6,37.4978049791193
5,7,37.54113899171103
5,8,37.633402762662556
5,9,37.74799622758276
5,10,37.87079668370853
5,11,37.99417578353652
5,12,38.11402822432593
5,13,38.22821849334984
5,14,38.33573517415297
5,15,38.43621506873892
5,16,38.52966866449799
5,17,38.616318258188706
5,18,38.696501273853876
5,19,38.77061193411209
5,20,38.83906599902331
5,21,38.90227954145634
6,2,41.56298209007436
6,3,39.46504917525348
6,4,38.51510552995838
6,5,38.084420664419675
6,6,37.91183692069769
